Id,AttributeName,AttributeValue,QuoteLineItemId,QuoteLineItem.Product2.ProductCode,QuoteLineItem.Product2.Name,QuoteLineItem.Fortra_Product_Type__c,QuoteLineItem.NetUnitPrice,QuoteLineItem.UnitPrice,QuoteLineItem.Source_List_Price__c,QuoteLineItem.Quote.Status,QuoteLineItem.Quote.Name
0zuWC000005C47sYAC,Maintenance Type Defn,Premier,0QLWC000003DXIF4A4,GS-GSE-RRM-EFTFT,EFT FTC Module-RenewalMaintenance,Renewal Maintenance,,1849.01,,Approved,1 year Quote - 37.928%(7.85) Increase - Coterm
0zuWC000005C47tYAC,Maintenance Type Defn,Premier,0QLWC000003DXiF4AW,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,1576.84,,Approved,Renewal Extended to May 2026 - No ARM
0zuWC000005C47uYAC,Maintenance Type Defn,Premier,0QLWC000003DXIG4A4,GS-GSE-RRM-EFTFT,EFT FTC Module-RenewalMaintenance,Renewal Maintenance,,924.5,,Approved,1 year Quote - 37.928%(7.85) Increase - Coterm
0zuWC000005C47vYAC,Maintenance Type Defn,Professional,0QLWC000003DXig4AG,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,297.35,,Approved,Co-term
0zuWC000005C47wYAC,Maintenance Type Defn,Premier,0QLWC000003DXiG4AW,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,3776.39,,Approved,None Provided
0zuWC000005C47xYAC,Maintenance Type Defn,Premier,0QLWC000003DXIH4A4,GS-GSE-RRM-EFTEE,EFT Express ESM-RenewalMaintenance,Renewal Maintenance,,460.15,,Approved,1 year Quote - 37.928%(7.85) Increase - Coterm
0zuWC000005C47yYAC,Maintenance Type Defn,Professional,0QLWC000003DXih4AG,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,148.67,,Approved,Co-term
0zuWC000005C47zYAC,Maintenance Type Defn,Premier,0QLWC000003DXiH4AW,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,3776.39,,Approved,None Provided
0zuWC000005C480YAC,Maintenance Type Defn,Premier,0QLWC000003DXII4A4,GS-GSE-RRM-EFTEE,EFT Express ESM-RenewalMaintenance,Renewal Maintenance,,460.15,,Approved,1 year Quote - 37.928%(7.85) Increase - Coterm
0zuWC000005C481YAC,Maintenance Type Defn,Professional,0QLWC000003DXii4AG,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,148.67,,Approved,Co-term
0zuWC000005C482YAC,Maintenance Type Defn,Premier,0QLWC000003DXiI4AW,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,3776.39,,Approved,None Provided
0zuWC000005C483YAC,Maintenance Type Defn,Premier,0QLWC000003DXIJ4A4,GS-GSE-RRM-EFTEE,EFT Express ESM-RenewalMaintenance,Renewal Maintenance,,460.15,,Approved,1 year Quote - 37.928%(7.85) Increase - Coterm
0zuWC000005C484YAC,Maintenance Type Defn,Professional,0QLWC000003DXij4AG,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,205.21,,Approved,Co-term
0zuWC000005C485YAC,Maintenance Type Defn,Premier,0QLWC000003DXiJ4AW,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,7055.64,,Approved,None Provided
0zuWC000005C486YAC,Maintenance Type Defn,Premier,0QLWC000003DXIK4A4,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,206.22,,Approved,1 year Quote - 37.928%(7.85) Increase - Coterm
0zuWC000005C487YAC,Maintenance Type Defn,Professional,0QLWC000003DXik4AG,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,102.61,,Approved,Co-term
0zuWC000005C488YAC,Maintenance Type Defn,Premier,0QLWC000003DXiK4AW,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,7055.64,,Approved,None Provided
0zuWC000005C489YAC,Maintenance Type Defn,Premier,0QLWC000003DXIL4A4,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,206.22,,Approved,1 year Quote - 37.928%(7.85) Increase - Coterm
0zuWC000005C48AYAS,Maintenance Type Defn,Professional,0QLWC000003DXil4AG,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,102.61,,Approved,Co-term
0zuWC000005C48BYAS,Maintenance Type Defn,Premier,0QLWC000003DXiL4AW,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,7055.64,,Approved,None Provided
0zuWC000005C48CYAS,Maintenance Type Defn,Premier,0QLWC000003DXIM4A4,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,298.82,,Approved,1 year Quote - 37.928%(7.85) Increase - Coterm
0zuWC000005C48DYAS,Maintenance Type Defn,Professional,0QLWC000003Dbrg4AC,GS-GSE-RRM-EFTEW,EFT Express Workspaces-RenewalMaintenance,Renewal Maintenance,,1633.46,,Approved,ARR Project – 5k Min
0zuWC000005C48EYAS,Maintenance Type Defn,Professional,0QLWC000003DbRH4A0,GS-GSE-RRM-EFTEE,EFT Express ESM-RenewalMaintenance,Renewal Maintenance,,84.43,,Approved,None Provided
0zuWC000005C48FYAS,Maintenance Type Defn,Professional,0QLWC000003Dbrh4AC,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,1414.34,,Approved,ARR Project – 5k Min
0zuWC000005C48GYAS,Maintenance Type Defn,Professional,0QLWC000003DbRI4A0,GS-GSE-RRM-ETMM,EFT TE Module-RenewalMaintenance,Renewal Maintenance,,340.06,,Approved,None Provided
0zuWC000005C48HYAS,Maintenance Type Defn,Professional,0QLWC000003Dbri4AC,GS-GSE-RRM-EFHT,EFT HTTP/S Module-RenewalMaintenance,Renewal Maintenance,,976.1,,Approved,ARR Project – 5k Min
0zuWC000005C48IYAS,Maintenance Type Defn,Professional,0QLWC000003DbRJ4A0,GS-GSE-RNM-EFTW,EFT Workspaces-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C48JYAS,Maintenance Type Defn,Professional,0QLWC000003DbRK4A0,GS-GSE-RRM-EFTEX,EFT Express ARM-RenewalMaintenance,Renewal Maintenance,,151.82,,Approved,None Provided
0zuWC000005C48KYAS,Maintenance Type Defn,Professional,0QLWC000003DbRL4A0,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,219.99,,Approved,None Provided
0zuWC000005C48LYAS,Maintenance Type Defn,Professional,0QLWC000003DbRM4A0,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,151.82,,Approved,None Provided
0zuWC000005C48MYAS,Maintenance Type Defn,Professional,0QLWC000003DbRN4A0,GS-GSE-RRM-EFHT,EFT HTTP/S Module-RenewalMaintenance,Renewal Maintenance,,151.82,,Approved,None Provided
0zuWC000005C48NYAS,Maintenance Type Defn,Professional,0QLWC000003DbRO4A0,GS-GSE-RRM-EFEXPR,EFT Express DMZ Gateway-RenewalMaintenance,Renewal Maintenance,,399.71,,Approved,None Provided
0zuWC000005C48OYAS,Maintenance Type Defn,Professional,0QLWC000003DbRP4A0,GS-GSE-RRM-EFTEE,EFT Express ESM-RenewalMaintenance,Renewal Maintenance,,169.65,,Approved,None Provided
0zuWC000005C48PYAS,Maintenance Type Defn,Professional,0QLWC000003DbRQ4A0,GS-GSE-RRM-EFTEW,EFT Express Workspaces-RenewalMaintenance,Renewal Maintenance,,254.07,,Approved,None Provided
0zuWC000005C48QYAS,Maintenance Type Defn,Professional,0QLWC000003DbrY4AS,GS-GSE-RRM-EFTEW,EFT Express Workspaces-RenewalMaintenance,Renewal Maintenance,,353.75,,Approved,Renewal for OID 1307430
0zuWC000005C48RYAS,Maintenance Type Defn,Professional,0QLWC000003DbrZ4AS,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,306.29,,Approved,Renewal for OID 1307430
0zuWC000005C48SYAS,Maintenance Type Defn,Professional,0QLWC000003Dbsr4AC,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,123.4,,Approved,invoice #1312467 & 1312510
0zuWC000005C48TYAS,Maintenance Type Defn,Professional,0QLWC000003Dbss4AC,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,3156.63,,Approved,invoice #1312467 & 1312510
0zuWC000005C48UYAS,Maintenance Type Defn,Professional,0QLWC000003Dbst4AC,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,3156.63,,Approved,invoice #1312467 & 1312510
0zuWC000005C48VYAS,Maintenance Type Defn,Professional,0QLWC000003Dbsu4AC,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,968.9,,Approved,invoice #1312467 & 1312510
0zuWC000005C48WYAS,Maintenance Type Defn,Professional,0QLWC000003Dbsv4AC,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,968.9,,Approved,invoice #1312467 & 1312510
0zuWC000005C48XYAS,Maintenance Type Defn,Premier,0QLWC000003DbSv4AK,GS-GSE-RNM-EFTAU,EFT Auditing & Reporting Module ARM-NewMaintenance,New Maintenance,,67.7,,Approved,1 year early conversion-r2
0zuWC000005C48YYAS,Maintenance Type Defn,Professional,0QLWC000003Dbsw4AC,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,304.08,,Approved,invoice #1312467 & 1312510
0zuWC000005C48ZYAS,Maintenance Type Defn,Premier,0QLWC000003DbSw4AK,GS-GSE-RNM-EFTO,EFT OpenPGP Module-NewMaintenance,New Maintenance,,80.96,,Approved,1 year early conversion-r2
0zuWC000005C48aYAC,Maintenance Type Defn,Professional,0QLWC000003Dbsx4AC,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,304.08,,Approved,invoice #1312467 & 1312510
0zuWC000005C48bYAC,Maintenance Type Defn,Premier,0QLWC000003DbSx4AK,GS-GSE-RNM-EFAD,EFT Advanced Workflow Engine AWE Module-NewMaintenance,New Maintenance,,215.7,,Approved,1 year early conversion-r2
0zuWC000005C48cYAC,Maintenance Type Defn,Professional,0QLWC000003Dbsy4AC,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,1689.75,,Approved,invoice #1312467 & 1312510
0zuWC000005C48dYAC,Maintenance Type Defn,Premier,0QLWC000003DbSy4AK,GS-GSE-RNM-EFTW,EFT Workspaces-NewMaintenance,New Maintenance,,202.66,,Approved,1 year early conversion-r2
0zuWC000005C48eYAC,Maintenance Type Defn,Professional,0QLWC000003Dbsz4AC,GS-GSE-RRM-DMGA,DMZ Gateway Enterprise-RenewalMaintenance,Renewal Maintenance,,1689.75,,Approved,invoice #1312467 & 1312510
0zuWC000005C48fYAC,Maintenance Type Defn,Premier,0QLWC000003DbSz4AK,GS-GSE-RNM-ASMANM,Advanced Security Module ASM-NewMaintenance,New Maintenance,,118.55,,Approved,1 year early conversion-r2
0zuWC000005C48gYAC,Maintenance Type Defn,Professional,0QLWC000003Dbt04AC,GS-GSE-RRM-EOPM,EFT OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,304.08,,Approved,invoice #1312467 & 1312510
0zuWC000005C48hYAC,Maintenance Type Defn,Premier,0QLWC000003DbT04AK,GS-GSE-RNM-DG3M,DMZ Gateway 3 Single Site-NewMaintenance,New Maintenance,,84.73,,Approved,1 year early conversion-r2
0zuWC000005C48iYAC,Maintenance Type Defn,Professional,0QLWC000003Dbt14AC,GS-GSE-RRM-EOPM,EFT OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,304.08,,Approved,invoice #1312467 & 1312510
0zuWC000005C48jYAC,Maintenance Type Defn,Premier,0QLWC000003DbT14AK,GS-GSE-RNM-EFTAU,EFT Auditing & Reporting Module ARM-NewMaintenance,New Maintenance,,33.85,,Approved,1 year early conversion-r2
0zuWC000005C48kYAC,Maintenance Type Defn,Professional,0QLWC000003Dbt24AC,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,165.17,,Approved,invoice #1312467 & 1312510
0zuWC000005C48lYAC,Maintenance Type Defn,Premier,0QLWC000003DbT24AK,GS-GSE-RNM-EFTO,EFT OpenPGP Module-NewMaintenance,New Maintenance,,33.85,,Approved,1 year early conversion-r2
0zuWC000005C48mYAC,Maintenance Type Defn,Professional,0QLWC000003Dbt34AC,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,113.99,,Approved,invoice #1312467 & 1312510
0zuWC000005C48nYAC,Maintenance Type Defn,Professional,0QLWC000003Dbt44AC,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,178.8,,Approved,invoice #1312467 & 1312510
0zuWC000005C48oYAC,Maintenance Type Defn,Professional,0QLWC000003Dbt54AC,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,123.4,,Approved,invoice #1312467 & 1312510
0zuWC000005C48pYAC,Maintenance Type Defn,Professional,0QLWC000003Dbt64AC,GS-GSE-RNM-EFT8,EFT 8 Continuum-NewMaintenance,New Maintenance,,0,,Approved,invoice #1312467 & 1312510
0zuWC000005C48qYAC,Maintenance Type Defn,Professional,0QLWC000003Dbt74AC,GS-GSE-RNM-SFTPNE,SFTP Server-NewMaintenance,New Maintenance,,296.76,,Approved,invoice #1312467 & 1312510
0zuWC000005C48rYAC,Maintenance Type Defn,Professional,0QLWC000003DBTa4AO,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,545.4,,Approved,Renewal for OID 1310509
0zuWC000005C48sYAC,Maintenance Type Defn,Professional,0QLWC000003DbtA4AS,GS-GSE-RNM-E8EM,EFT 8 Enterprise-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C48tYAC,Maintenance Type Defn,Professional,0QLWC000003Dbtb4AC,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,1050.66,,Approved,None Provided
0zuWC000005C48uYAC,Maintenance Type Defn,Professional,0QLWC000003DBTb4AO,GS-GSE-RRM-EOPM,EFT OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,545.4,,Approved,Renewal for OID 1310509
0zuWC000005C48vYAC,Maintenance Type Defn,Professional,0QLWC000003Dbtc4AC,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,4360.93,,Approved,None Provided
0zuWC000005C48wYAC,Maintenance Type Defn,Professional,0QLWC000003DBTc4AO,GS-GSE-RRM-EFRM,EFT AS2 Module-RenewalMaintenance,Renewal Maintenance,,656.07,,Approved,Renewal for OID 1310509
0zuWC000005C48xYAC,Maintenance Type Defn,Professional,0QLWC000003Dbtd4AC,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,1113.74,,Approved,None Provided
0zuWC000005C48yYAC,Maintenance Type Defn,Professional,0QLWC000003DBTd4AO,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,545.4,,Approved,Renewal for OID 1310509
0zuWC000005C48zYAC,Maintenance Type Defn,Professional,0QLWC000003Dbte4AC,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,4622.76,,Approved,None Provided
0zuWC000005C490YAC,Maintenance Type Defn,Professional,0QLWC000003DBTe4AO,GS-GSE-RRM-EFRM,EFT AS2 Module-RenewalMaintenance,Renewal Maintenance,,1987.39,,Approved,Renewal for OID 1310509
0zuWC000005C491YAC,Maintenance Type Defn,Professional,0QLWC000003Dbtf4AC,GS-GSE-RRM-EWRM,EFT Workspaces-RenewalMaintenance,Renewal Maintenance,,1201.17,,Approved,None Provided
0zuWC000005C492YAC,Maintenance Type Defn,Professional,0QLWC000003DBTf4AO,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,5661.81,,Approved,Renewal for OID 1310509
0zuWC000005C493YAC,Maintenance Type Defn,Professional,0QLWC000003DbtF4AS,GS-GSE-RNM-EF8,EFT 8 Express-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C494YAC,Maintenance Type Defn,Professional,0QLWC000003Dbtg4AC,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,4985.67,,Approved,None Provided
0zuWC000005C495YAC,Maintenance Type Defn,Professional,0QLWC000003DBTg4AO,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,1737.84,,Approved,Renewal for OID 1310509
0zuWC000005C496YAC,Maintenance Type Defn,Professional,0QLWC000003DBTh4AO,GS-GSE-RRM-EOPM,EFT OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,545.4,,Approved,Renewal for OID 1310509
0zuWC000005C497YAC,Maintenance Type Defn,Professional,0QLWC000003DbtH4AS,GS-GSE-RNM-DMNM,DMZ Gateway Enterprise 3-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C498YAC,Maintenance Type Defn,Professional,0QLWC000003DBTi4AO,GS-GSE-RRM-DMRM,DMZ Gateway Single Site-RenewalMaintenance,Renewal Maintenance,,1365.2,,Approved,Renewal for OID 1310509
0zuWC000005C499YAC,Maintenance Type Defn,Professional,0QLWC000003DbtI4AS,GS-GSE-RNM-EFTAU,EFT Auditing & Reporting Module ARM-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C49AYAS,Maintenance Type Defn,Professional,0QLWC000003DBTj4AO,GS-GSE-RRM-EERM,EFT Enterprise-RenewalMaintenance,Renewal Maintenance,,1867.7,,Approved,Renewal for OID 1310509
0zuWC000005C49BYAS,Maintenance Type Defn,Professional,0QLWC000003DbtJ4AS,GS-GSE-RNM-EFTO,EFT OpenPGP Module-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C49CYAS,Maintenance Type Defn,Professional,0QLWC000003DBTk4AO,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,573.63,,Approved,Renewal for OID 1310509
0zuWC000005C49DYAS,Maintenance Type Defn,Professional,0QLWC000003DbtK4AS,GS-GSE-RNM-EFAD,EFT Advanced Workflow Engine AWE Module-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C49EYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtl4AC,GS-GSE-RRM-EFHT,EFT HTTP/S Module-RenewalMaintenance,Renewal Maintenance,,375.79,,Approved,Three Year Quote extended to end of august
0zuWC000005C49FYAS,Maintenance Type Defn,Professional,0QLWC000003DbtL4AS,GS-GSE-RNM-ESSM,EFT SFTP SSH2 Module-NewMaintenance,New Maintenance,,0,,Approved,None Provided
0zuWC000005C49GYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtm4AC,GS-GSE-RRM-EFHT,EFT HTTP/S Module-RenewalMaintenance,Renewal Maintenance,,187.9,,Approved,Three Year Quote extended to end of august
0zuWC000005C49HYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtn4AC,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,544.52,,Approved,Three Year Quote extended to end of august
0zuWC000005C49IYAS,Maintenance Type Defn,Professional,0QLWC000003Dbto4AC,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,272.27,,Approved,Three Year Quote extended to end of august
0zuWC000005C49JYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtp4AC,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,375.79,,Approved,Three Year Quote extended to end of august
0zuWC000005C49KYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtq4AC,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,187.9,,Approved,Three Year Quote extended to end of august
0zuWC000005C49LYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtr4AC,GS-GSE-RRM-EFTEX,EFT Express ARM-RenewalMaintenance,Renewal Maintenance,,375.79,,Approved,Three Year Quote extended to end of august
0zuWC000005C49MYAS,Maintenance Type Defn,Professional,0QLWC000003Dbts4AC,GS-GSE-RRM-EFTEX,EFT Express ARM-RenewalMaintenance,Renewal Maintenance,,187.9,,Approved,Three Year Quote extended to end of august
0zuWC000005C49NYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtt4AC,GS-GSE-RRM-EFTEE,EFT Express ESM-RenewalMaintenance,Renewal Maintenance,,419.88,,Approved,Three Year Quote extended to end of august
0zuWC000005C49OYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtu4AC,GS-GSE-RRM-EFTEE,EFT Express ESM-RenewalMaintenance,Renewal Maintenance,,208.99,,Approved,Three Year Quote extended to end of august
0zuWC000005C49PYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtv4AC,GS-GSE-RRM-EFTEO,EFT Express OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,375.79,,Approved,Three Year Quote extended to end of august
0zuWC000005C49QYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtw4AC,GS-GSE-RRM-EFTEO,EFT Express OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,187.9,,Approved,Three Year Quote extended to end of august
0zuWC000005C49RYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtx4AC,GS-GSE-RNM-EFT8,EFT 8 Continuum-NewMaintenance,New Maintenance,,0,,Approved,three year quote
0zuWC000005C49SYAS,Maintenance Type Defn,Professional,0QLWC000003Dbty4AC,GS-GSE-RNM-EFT8,EFT 8 Continuum-NewMaintenance,New Maintenance,,0,,Approved,three year quote
0zuWC000005C49TYAS,Maintenance Type Defn,Professional,0QLWC000003Dbtz4AC,GS-GSE-RNM-AAMNM,Advanced Authentication Modes-NewMaintenance,New Maintenance,,849.32,,Approved,three year quote
0zuWC000005C49UYAS,Maintenance Type Defn,Professional,0QLWC000003Dbu04AC,GS-GSE-RNM-AAMNM,Advanced Authentication Modes-NewMaintenance,New Maintenance,,424.66,,Approved,three year quote
0zuWC000005C49VYAS,Maintenance Type Defn,Premier,0QLWC000003DBu04AG,GS-GSE-RNM-EFT8,EFT 8 Continuum-NewMaintenance,New Maintenance,,0,,Approved,Long View Quote - Arcus
0zuWC000005C49WYAS,Maintenance Type Defn,Professional,0QLWC000003Dbu14AC,GS-GSE-RRM-EFHT,EFT HTTP/S Module-RenewalMaintenance,Renewal Maintenance,,113.01,,Approved,None Provided
0zuWC000005C49XYAS,Maintenance Type Defn,Professional,0QLWC000003Dbu24AC,GS-GSE-RRM-EFHT,EFT HTTP/S Module-RenewalMaintenance,Renewal Maintenance,,56.51,,Approved,None Provided
0zuWC000005C49YYAS,Maintenance Type Defn,Professional,0QLWC000003Dbu34AC,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,163.75,,Approved,None Provided
0zuWC000005C49ZYAS,Maintenance Type Defn,Premier,0QLWC000003DBu34AG,GS-GSE-RNM-CCAYNM,Cloud Connector Actions - Yearly-NewMaintenance,New Maintenance,,64.17,,Approved,Long View Quote - Arcus
0zuWC000005C49aYAC,Maintenance Type Defn,Professional,0QLWC000003Dbu44AC,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,81.88,,Approved,None Provided
0zuWC000005C49bYAC,Maintenance Type Defn,Professional,0QLWC000003Dbu54AC,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,113.01,,Approved,None Provided
0zuWC000005C49cYAC,Maintenance Type Defn,Premier,0QLWC000003DBu54AG,GS-GSE-RNM-FMYNM,Folder Monitor - Yearly-NewMaintenance,New Maintenance,,70.58,,Approved,Long View Quote - Arcus
0zuWC000005C49dYAC,Maintenance Type Defn,Professional,0QLWC000003Dbu64AC,GS-GSE-RRM-EFTSF,EFT SFTP Module-RenewalMaintenance,Renewal Maintenance,,56.51,,Approved,None Provided
0zuWC000005C49eYAC,Maintenance Type Defn,Professional,0QLWC000003Dbu74AC,GS-GSE-RRM-EFTEX,EFT Express ARM-RenewalMaintenance,Renewal Maintenance,,113.01,,Approved,None Provided
0zuWC000005C49fYAC,Maintenance Type Defn,Premier,0QLWC000003DBu74AG,GS-GSE-RNM-TAYNM,Transfer Actions - Yearly-NewMaintenance,New Maintenance,,128.33,,Approved,Long View Quote - Arcus
0zuWC000005C49gYAC,Maintenance Type Defn,Professional,0QLWC000003Dbu84AC,GS-GSE-RRM-EFTEX,EFT Express ARM-RenewalMaintenance,Renewal Maintenance,,56.51,,Approved,None Provided
0zuWC000005C49hYAC,Maintenance Type Defn,Professional,0QLWC000003Dbu94AC,GS-GSE-RRM-EFTEE,EFT Express ESM-RenewalMaintenance,Renewal Maintenance,,126.27,,Approved,None Provided
0zuWC000005C49iYAC,Maintenance Type Defn,Premier,0QLWC000003DBu94AG,GS-GSE-RNM-SSYNM,SFTP Server - Yearly-NewMaintenance,New Maintenance,,84.03,,Approved,Long View Quote - Arcus
0zuWC000005C49jYAC,Maintenance Type Defn,Premier,0QLWC000003DBua4AG,GS-GSE-RRM-EFTAW,EFT AWE Module-RenewalMaintenance,Renewal Maintenance,,786.99,,Approved,Long View Quote-Updated
0zuWC000005C49kYAC,Maintenance Type Defn,Professional,0QLWC000003DbuA4AS,GS-GSE-RRM-EFTEE,EFT Express ESM-RenewalMaintenance,Renewal Maintenance,,62.85,,Approved,None Provided
0zuWC000005C49lYAC,Maintenance Type Defn,Professional,0QLWC000003DBub4AG,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,293.32,,Approved,Long View Quote-Updated
0zuWC000005C49mYAC,Maintenance Type Defn,Professional,0QLWC000003DbuB4AS,GS-GSE-RRM-EFTEO,EFT Express OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,113.01,,Approved,None Provided
0zuWC000005C49nYAC,Maintenance Type Defn,Premier,0QLWC000003DBuB4AW,GS-GSE-RNM-SYNM,Scheduler - Yearly-NewMaintenance,New Maintenance,,38.5,,Approved,Long View Quote - Arcus
0zuWC000005C49oYAC,Maintenance Type Defn,Premier,0QLWC000003DBuc4AG,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,246.84,,Approved,Long View Quote-Updated
0zuWC000005C49pYAC,Maintenance Type Defn,Premier,0QLWC000003DbUc4AK,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,762.44,,Approved,Upgrade to Premier Support
0zuWC000005C49qYAC,Maintenance Type Defn,Professional,0QLWC000003DbuC4AS,GS-GSE-RRM-EFTEO,EFT Express OpenPGP Module-RenewalMaintenance,Renewal Maintenance,,56.51,,Approved,None Provided
0zuWC000005C49rYAC,Maintenance Type Defn,Professional,0QLWC000003Dbud4AC,GS-GSE-RRM-EFAR,EFT ARM Module-RenewalMaintenance,Renewal Maintenance,,520.92,,Approved,Climb/partner Renewal for OID 1309120
0zuWC000005C49sYAC,Maintenance Type Defn,Professional,0QLWC000003DBud4AG,GS-GSE-RRM-EFEX,EFT Express-RenewalMaintenance,Renewal Maintenance,,293.32,,Approved,Long View Quote-Updated
