
===== SHEET: Tripwire Enterprise (181r x 9c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	50% Discount from List (Distributor Buy Price)	55% Discount from List (Distributor Buy Price)	60% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
TEサーバー (Consoles)
173110-031-JA	501-1000	File Integrity Manager for File Systems - License Subscription	52920.00000000001	26460.000000000004	23814.000000000004	21168.000000000004	17199.000000000004	17000
173110-031-JA	1001+	File Integrity Manager for File Systems - License Subscription	36960	18480	16632	14784	12012	12000
173110-033-JA	1-100	File Integrity Manager for File Systems - Basic Support Renewal Subscription	99630	49815	44833.5	39852	32379.75	32000
173110-033-JA	101-250	File Integrity Manager for File Systems - Basic Support Renewal Subscription	88560	44280	39852	35424	28782	29000
173110-033-JA	251-500	File Integrity Manager for File Systems - Basic Support Renewal Subscription	66150	33075	29767.5	26460	21498.75	21000
173110-033-JA	501-1000	File Integrity Manager for File Systems - Basic Support Renewal Subscription	51030	25515	22963.5	20412	16584.75	17000
173110-033-JA	1001+	File Integrity Manager for File Systems - Basic Support Renewal Subscription	35640	17820	16038	14256	11583	12000
173105-031-JA	1-100	File Integrity Manager for Desktops - License Subscription	11480.000000000002	5740.000000000001	5166.000000000001	4592.000000000001	3731.000000000001	4000
173105-031-JA	101-250	File Integrity Manager for Desktops - License Subscription	9240	4620	4158	3696	3003	3000
173105-031-JA	251-500	File Integrity Manager for Desktops - License Subscription	6720.000000000001	3360.0000000000005	3024.0000000000005	2688.0000000000005	2184.0000000000005	2000
173105-031-JA	501-1000	File Integrity Manager for Desktops - License Subscription	5880.000000000001	2940.0000000000005	2646.0000000000005	2352.0000000000005	1911.0000000000005	2000
173105-031-JA	1001+	File Integrity Manager for Desktops - License Subscription	4480	2240	2016	1792	1456	1000
173105-033-JA	1-100	File Integrity Manager for Desktops - Basic Support Renewal Subscription	11070	5535	4981.5	4428	3597.75	4000
173105-033-JA	101-250	File Integrity Manager for Desktops - Basic Support Renewal Subscription	8910	4455	4009.5	3564	2895.75	3000
173105-033-JA	251-500	File Integrity Manager for Desktops - Basic Support Renewal Subscription	6480	3240	2916	2592	2106	2000
173105-033-JA	501-1000	File Integrity Manager for Desktops - Basic Support Renewal Subscription	5670	2835	2551.5	2268	1842.75	2000
173105-033-JA	1001+	File Integrity Manager for Desktops - Basic Support Renewal Subscription	4320	2160	1944	1728	1404	1400
173200-031-JA	1-100	File Integrity Manager for Network Devices - License Subscription	34720	17360	15624	13888	11284	11000
173200-031-JA	101-250	File Integrity Manager for Network Devices - License Subscription	22680.000000000004	11340.000000000002	10206.000000000002	9072.000000000002	7371.000000000002	7000
173200-031-JA	251-500	File Integrity Manager for Network Devices - License Subscription	17360	8680	7812	6944	5642	6000
173200-031-JA	501-1000	File Integrity Manager for Network Devices - License Subscription	15120.000000000002	7560.000000000001	6804.000000000001	6048.000000000001	4914.000000000001	5000
173200-031-JA	1001+	File Integrity Manager for Network Devices - License Subscription	11480.000000000002	5740.000000000001	5166.000000000001	4592.000000000001	3731.000000000001	4000
173200-033-JA	1-100	File Integrity Manager for Network Devices - Basic Support Renewal Subscription	33480	16740	15066	13392	10881	11000
173200-033-JA	101-250	File Integrity Manager for Network Devices - Basic Support Renewal Subscription	21870	10935	9841.5	8748	7107.75	7000
173200-033-JA	251-500	File Integrity Manager for Network Devices - Basic Support Renewal Subscription	16740	8370	7533	6696	5440.5	5000
173200-033-JA	501-1000	File Integrity Manager for Network Devices - Basic Support Renewal Subscription	14580.000000000002	7290.000000000001	6561.000000000001	5832.000000000001	4738.500000000001	5000
173200-033-JA	1001+	File Integrity Manager for Network Devices - Basic Support Renewal Subscription	11070	5535	4981.5	4428	3597.75	4000
173230-031-JA	1-100	File Integrity Manager for VMWare ESX - License Subscription	103320.00000000001	51660.00000000001	46494.00000000001	41328.00000000001	33579.00000000001	34000
173230-031-JA	101-250	File Integrity Manager for VMWare ESX - License Subscription	91840.00000000001	45920.00000000001	41328.00000000001	36736.00000000001	29848.000000000007	30000
173230-031-JA	251-500	File Integrity Manager for VMWare ESX - License Subscription	68600	34300	30870	27440	22295	22000
173230-031-JA	501-1000	File Integrity Manager for VMWare ESX - License Subscription	52920.00000000001	26460.000000000004	23814.000000000004	21168.000000000004	17199.000000000004	17000
173230-031-JA	1001+	File Integrity Manager for VMWare ESX - License Subscription	36960	18480	16632	14784	12012	12000
173230-033-JA	1-100	File Integrity Manager for VMware ESX - Basic Support Renewal Subscription	99630	49815	44833.5	39852	32379.75	32000
173230-033-JA	101-250	File Integrity Manager for VMware ESX - Basic Support Renewal Subscription	88560	44280	39852	35424	28782	29000
173230-033-JA	251-500	File Integrity Manager for VMware ESX - Basic Support Renewal Subscription	66150	33075	29767.5	26460	21498.75	21000
173230-033-JA	501-1000	File Integrity Manager for VMware ESX - Basic Support Renewal Subscription	51030	25515	22963.5	20412	16584.75	17000
173230-033-JA	1001+	File Integrity Manager for VMware ESX - Basic Support Renewal Subscription	35640	17820	16038	14256	11583	12000
173107-031-JA	1-100	File Integrity Manager for POS Servers - License Subscription	34720	17360	15624	13888	11284	11000
173107-031-JA	101-250	File Integrity Manager for POS Servers - License Subscription	22680.000000000004	11340.000000000002	10206.000000000002	9072.000000000002	7371.000000000002	7000
173107-031-JA	251-500	File Integrity Manager for POS Servers - License Subscription	17360	8680	7812	6944	5642	6000
173107-031-JA	501-1000	File Integrity Manager for POS Servers - License Subscription	15120.000000000002	7560.000000000001	6804.000000000001	6048.000000000001	4914.000000000001	5000
173107-031-JA	1001+	File Integrity Manager for POS Servers - License Subscription	11480.000000000002	5740.000000000001	5166.000000000001	4592.000000000001	3731.000000000001	4000
173107-033-JA	1-100	File Integrity Manager for POS Servers - Basic Support Renewal Subscription	33480	16740	15066	13392	10881	11000
173107-033-JA	101-250	File Integrity Manager for POS Servers - Basic Support Renewal Subscription	21870	10935	9841.5	8748	7107.75	7000
173107-033-JA	251-500	File Integrity Manager for POS Servers - Basic Support Renewal Subscription	16740	8370	7533	6696	5440.5	5000
173107-033-JA	501-1000	File Integrity Manager for POS Servers - Basic Support Renewal Subscription	14580.000000000002	7290.000000000001	6561.000000000001	5832.000000000001	4738.500000000001	5000
173107-033-JA	1001+	File Integrity Manager for POS Servers - Basic Support Renewal Subscription	11070	5535	4981.5	4428	3597.75	4000
173109-031-JA	1-100	File Integrity Manager for POS End Point Systems - License Subscription	11480.000000000002	5740.000000000001	5166.000000000001	4592.000000000001	3731.000000000001	4000
173109-031-JA	101-250	File Integrity Manager for POS End Point Systems - License Subscription	9240	4620	4158	3696	3003	3000
173109-031-JA	251-500	File Integrity Manager for POS End Point Systems - License Subscription	6720.000000000001	3360.0000000000005	3024.0000000000005	2688.0000000000005	2184.0000000000005	2000
173109-031-JA	501-1000	File Integrity Manager for POS End Point Systems - License Subscription	5880.000000000001	2940.0000000000005	2646.0000000000005	2352.0000000000005	1911.0000000000005	2000
173109-031-JA	1001+	File Integrity Manager for POS End Point Systems - License Subscription	4480	2240	2016	1792	1456	1000
173109-033-JA	1-100	File Integrity Manager for POS End Point Systems - Basic Support Renewal Subscription	11070	5535	4981.5	4428	3597.75	4000
173109-033-JA	101-250	File Integrity Manager for POS End Point Systems - Basic Support Renewal Subscription	8910	4455	4009.5	3564	2895.75	3000
173109-033-JA	251-500	File Integrity Manager for POS End Point Systems - Basic Support Renewal Subscription	6480	3240	2916	2592	2106	2000
173109-033-JA	501-1000	File Integrity Manager for POS End Point Systems - Basic Support Renewal Subscription	5670	2835	2551.5	2268	1842.75	2000
173109-033-JA	1001+	File Integrity Manager for POS End Point Systems - Basic Support Renewal Subscription	4320	2160	1944	1728	1404	1400
172260-031-JA	1-100	Tripwire for Directory Services - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
172260-031-JA	101-250	Tripwire for Directory Services - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
172260-031-JA	251-500	Tripwire for Directory Services - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
172260-031-JA	501-1000	Tripwire for Directory Services - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
172260-031-JA	1001+	Tripwire for Directory Services - Subscription License	17360	8680	7812	6944	5642	6000
172260-033-JA	1-100	Tripwire for Directory Services - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
172260-033-JA	101-250	Tripwire for Directory Services - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
172260-033-JA	251-500	Tripwire for Directory Services - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
172260-033-JA	501-1000	Tripwire for Directory Services - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
172260-033-JA	1001+	Tripwire for Directory Services - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
172310-031-JA	1-100	Tripwire for Databases  - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
172310-031-JA	101-250	Tripwire for Databases  - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
172310-031-JA	251-500	Tripwire for Databases  - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
172310-031-JA	501-1000	Tripwire for Databases  - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
172310-031-JA	1001+	Tripwire for Databases  - Subscription License	17360	8680	7812	6944	5642	6000
172310-033-JA	1-100	Tripwire for Databases - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
172310-033-JA	101-250	Tripwire for Databases - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
172310-033-JA	251-500	Tripwire for Databases - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
172310-033-JA	501-1000	Tripwire for Databases - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
172310-033-JA	1001+	Tripwire for Databases - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
150100-031-JA	1-100	Tripwire for Microsoft Exchange - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
150100-031-JA	101-250	Tripwire for Microsoft Exchange - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
150100-031-JA	251-500	Tripwire for Microsoft Exchange - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
150100-031-JA	501-1000	Tripwire for Microsoft Exchange - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
150100-031-JA	1001+	Tripwire for Microsoft Exchange - Subscription License	17360	8680	7812	6944	5642	6000
150100-033-JA	1-100	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
150100-033-JA	101-250	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
150100-033-JA	251-500	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
150100-033-JA	501-1000	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
150100-033-JA	1001+	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
150110-031-JA	1-100	Tripwire for Microsoft IIS - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
150110-031-JA	101-250	Tripwire for Microsoft IIS - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
150110-031-JA	251-500	Tripwire for Microsoft IIS - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
150110-031-JA	501-1000	Tripwire for Microsoft IIS - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
150110-031-JA	1001+	Tripwire for Microsoft IIS - Subscription License	17360	8680	7812	6944	5642	6000
150110-033-JA	1-100	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
150110-033-JA	101-250	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
150110-033-JA	251-500	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
150110-033-JA	501-1000	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
150110-033-JA	1001+	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000

===== SHEET: PM Subscription JA (105r x 9c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	50% Discount from List (Distributor Buy Price)	55% Discount from List (Distributor Buy Price)	60% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
TEサーバー (Consoles)
172000-031-JA	1	Tripwire Enterprise Console – License Subscription (per instance)	1213800	606900	546210	485520	394485	394000
172000-033-JA	1	Tripwire Enterprise Console - Basic Support Subscription Renewal	1170450	585225	526702.5	468180	380396.25	380000
エージェント（Nodes）
175110-031-JA	1-100	Policy Manager for File Systems - License Subscription	103320.00000000001	51660.00000000001	46494.00000000001	41328.00000000001	33579.00000000001	34000
175110-031-JA	101-250	Policy Manager for File Systems - License Subscription	91840.00000000001	45920.00000000001	41328.00000000001	36736.00000000001	29848.000000000007	30000
175110-031-JA	251-500	Policy Manager for File Systems - License Subscription	68600	34300	30870	27440	22295	22000
175110-031-JA	501-1000	Policy Manager for File Systems - License Subscription	52920.00000000001	26460.000000000004	23814.000000000004	21168.000000000004	17199.000000000004	17000
175110-031-JA	1001+	Policy Manager for File Systems - License Subscription	36960	18480	16632	14784	12012	12000
175110-033-JA	1-100	Policy Manager for File Systems - Basic Support Renewal Subscription	99630	49815	44833.5	39852	32379.75	32000
175110-033-JA	101-250	Policy Manager for File Systems - Basic Support Renewal Subscription	88560	44280	39852	35424	28782	29000
175110-033-JA	251-500	Policy Manager for File Systems - Basic Support Renewal Subscription	66150	33075	29767.5	26460	21498.75	21000
175110-033-JA	501-1000	Policy Manager for File Systems - Basic Support Renewal Subscription	51030	25515	22963.5	20412	16584.75	17000
175110-033-JA	1001+	Policy Manager for File Systems - Basic Support Renewal Subscription	35640	17820	16038	14256	11583	12000
175105-031-JA	1-100	Policy Manager for Desktops - License Subscription	11480.000000000002	5740.000000000001	5166.000000000001	4592.000000000001	3731.000000000001	4000
175105-031-JA	101-250	Policy Manager for Desktops - License Subscription	9240	4620	4158	3696	3003	3000
175105-031-JA	251-500	Policy Manager for Desktops - License Subscription	6720.000000000001	3360.0000000000005	3024.0000000000005	2688.0000000000005	2184.0000000000005	2000
175105-031-JA	501-1000	Policy Manager for Desktops - License Subscription	5880.000000000001	2940.0000000000005	2646.0000000000005	2352.0000000000005	1911.0000000000005	2000
175105-031-JA	1001+	Policy Manager for Desktops - License Subscription	4480	2240	2016	1792	1456	1000
175105-033-JA	1-100	Policy Manager for Desktops - Basic Support Renewal Subscription	11070	5535	4981.5	4428	3597.75	4000
175105-033-JA	101-250	Policy Manager for Desktops - Basic Support Renewal Subscription	8910	4455	4009.5	3564	2895.75	3000
175105-033-JA	251-500	Policy Manager for Desktops - Basic Support Renewal Subscription	6480	3240	2916	2592	2106	2000
175105-033-JA	501-1000	Policy Manager for Desktops - Basic Support Renewal Subscription	5670	2835	2551.5	2268	1842.75	2000
175105-033-JA	1001+	Policy Manager for Desktops - Basic Support Renewal Subscription	4320	2160	1944	1728	1404	1400
175200-031-JA	1-100	Policy Manager for Network Devices - License Subscription	11480.000000000002	5740.000000000001	5166.000000000001	4592.000000000001	3731.000000000001	4000
175200-031-JA	101-250	Policy Manager for Network Devices - License Subscription	9240	4620	4158	3696	3003	3000
175200-031-JA	251-500	Policy Manager for Network Devices - License Subscription	6720.000000000001	3360.0000000000005	3024.0000000000005	2688.0000000000005	2184.0000000000005	2000
175200-031-JA	501-1000	Policy Manager for Network Devices - License Subscription	5880.000000000001	2940.0000000000005	2646.0000000000005	2352.0000000000005	1911.0000000000005	2000
175200-031-JA	1001+	Policy Manager for Network Devices - License Subscription	4480	2240	2016	1792	1456	1000
175200-033-JA	1-100	Policy Manager for Network Devices - Basic Support Renewal Subscription	11070	5535	4981.5	4428	3597.75	4000
175200-033-JA	101-250	Policy Manager for Network Devices - Basic Support Renewal Subscription	8910	4455	4009.5	3564	2895.75	3000
175200-033-JA	251-500	Policy Manager for Network Devices - Basic Support Renewal Subscription	6480	3240	2916	2592	2106	2000
175200-033-JA	501-1000	Policy Manager for Network Devices - Basic Support Renewal Subscription	5670	2835	2551.5	2268	1842.75	2000
175200-033-JA	1001+	Policy Manager for Network Devices - Basic Support Renewal Subscription	4320	2160	1944	1728	1404	1000
175230-031-JA	1-100	Policy Manager for VMWare ESX - License Subscription	103320.00000000001	51660.00000000001	46494.00000000001	41328.00000000001	33579.00000000001	34000
175230-031-JA	101-250	Policy Manager for VMWare ESX - License Subscription	91840.00000000001	45920.00000000001	41328.00000000001	36736.00000000001	29848.000000000007	30000
175230-031-JA	251-500	Policy Manager for VMWare ESX - License Subscription	68600	34300	30870	27440	22295	22000
175230-031-JA	501-1000	Policy Manager for VMWare ESX - License Subscription	52920.00000000001	26460.000000000004	23814.000000000004	21168.000000000004	17199.000000000004	17000
175230-031-JA	1001+	Policy Manager for VMWare ESX - License Subscription	36960	18480	16632	14784	12012	12000
175230-033-JA	1-100	Policy Manager for VMware ESX - Basic Support Renewal Subscription	99630	49815	44833.5	39852	32379.75	32000
175230-033-JA	101-250	Policy Manager for VMware ESX - Basic Support Renewal Subscription	88560	44280	39852	35424	28782	29000
175230-033-JA	251-500	Policy Manager for VMware ESX - Basic Support Renewal Subscription	66150	33075	29767.5	26460	21498.75	21000
175230-033-JA	501-1000	Policy Manager for VMware ESX - Basic Support Renewal Subscription	51030	25515	22963.5	20412	16584.75	17000
175230-033-JA	1001+	Policy Manager for VMware ESX - Basic Support Renewal Subscription	35640	17820	16038	14256	11583	12000
175107-031-JA	1-100	Policy Manager for POS Servers - License Subscription	34720	17360	15624	13888	11284	11000
175107-031-JA	101-250	Policy Manager for POS Servers - License Subscription	22680.000000000004	11340.000000000002	10206.000000000002	9072.000000000002	7371.000000000002	7000
175107-031-JA	251-500	Policy Manager for POS Servers - License Subscription	17360	8680	7812	6944	5642	6000
175107-031-JA	501-1000	Policy Manager for POS Servers - License Subscription	15120.000000000002	7560.000000000001	6804.000000000001	6048.000000000001	4914.000000000001	5000
175107-031-JA	1001+	Policy Manager for POS Servers - License Subscription	11480.000000000002	5740.000000000001	5166.000000000001	4592.000000000001	3731.000000000001	4000
175107-033-JA	1-100	Policy Manager for POS Servers - Basic Support Renewal Subscription	33480	16740	15066	13392	10881	11000
175107-033-JA	101-250	Policy Manager for POS Servers - Basic Support Renewal Subscription	21870	10935	9841.5	8748	7107.75	7000
175107-033-JA	251-500	Policy Manager for POS Servers - Basic Support Renewal Subscription	16740	8370	7533	6696	5440.5	5000
175107-033-JA	501-1000	Policy Manager for POS Servers - Basic Support Renewal Subscription	14580.000000000002	7290.000000000001	6561.000000000001	5832.000000000001	4738.500000000001	5000
175107-033-JA	1001+	Policy Manager for POS Servers - Basic Support Renewal Subscription	11070	5535	4981.5	4428	3597.75	4000
175109-031-JA	1-100	Policy Manager for POS End Point Systems - License Subscription	11480.000000000002	5740.000000000001	5166.000000000001	4592.000000000001	3731.000000000001	4000
175109-031-JA	101-250	Policy Manager for POS End Point Systems - License Subscription	9240	4620	4158	3696	3003	3000
175109-031-JA	251-500	Policy Manager for POS End Point Systems - License Subscription	6720.000000000001	3360.0000000000005	3024.0000000000005	2688.0000000000005	2184.0000000000005	2000
175109-031-JA	501-1000	Policy Manager for POS End Point Systems - License Subscription	5880.000000000001	2940.0000000000005	2646.0000000000005	2352.0000000000005	1911.0000000000005	2000
175109-031-JA	1001+	Policy Manager for POS End Point Systems - License Subscription	4480	2240	2016	1792	1456	1000
175109-033-JA	1-100	Policy Manager for POS End Point Systems - Basic Support Renewal Subscription	11070	5535	4981.5	4428	3597.75	4000
175109-033-JA	101-250	Policy Manager for POS End Point Systems - Basic Support Renewal Subscription	8910	4455	4009.5	3564	2895.75	3000
175109-033-JA	251-500	Policy Manager for POS End Point Systems - Basic Support Renewal Subscription	6480	3240	2916	2592	2106	2000
175109-033-JA	501-1000	Policy Manager for POS End Point Systems - Basic Support Renewal Subscription	5670	2835	2551.5	2268	1842.75	2000
175109-033-JA	1001+	Policy Manager for POS End Point Systems - Basic Support Renewal Subscription	4320	2160	1944	1728	1404	1400
172260-031-JA	1-100	Tripwire for Directory Services - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
172260-031-JA	101-250	Tripwire for Directory Services - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
172260-031-JA	251-500	Tripwire for Directory Services - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
172260-031-JA	501-1000	Tripwire for Directory Services - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
172260-031-JA	1001+	Tripwire for Directory Services - Subscription License	17360	8680	7812	6944	5642	6000
172260-033-JA	1-100	Tripwire for Directory Services - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
172260-033-JA	101-250	Tripwire for Directory Services - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
172260-033-JA	251-500	Tripwire for Directory Services - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
172260-033-JA	501-1000	Tripwire for Directory Services - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
172260-033-JA	1001+	Tripwire for Directory Services - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
172310-031-JA	1-100	Tripwire for Databases  - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
172310-031-JA	101-250	Tripwire for Databases  - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
172310-031-JA	251-500	Tripwire for Databases  - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
172310-031-JA	501-1000	Tripwire for Databases  - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
172310-031-JA	1001+	Tripwire for Databases  - Subscription License	17360	8680	7812	6944	5642	6000
172310-033-JA	1-100	Tripwire for Databases - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
172310-033-JA	101-250	Tripwire for Databases - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
172310-033-JA	251-500	Tripwire for Databases - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
172310-033-JA	501-1000	Tripwire for Databases - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
172310-033-JA	1001+	Tripwire for Databases - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
150100-031-JA	1-100	Tripwire for Microsoft Exchange - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
150100-031-JA	101-250	Tripwire for Microsoft Exchange - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
150100-031-JA	251-500	Tripwire for Microsoft Exchange - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
150100-031-JA	501-1000	Tripwire for Microsoft Exchange - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
150100-031-JA	1001+	Tripwire for Microsoft Exchange - Subscription License	17360	8680	7812	6944	5642	6000
150100-033-JA	1-100	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
150100-033-JA	101-250	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
150100-033-JA	251-500	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
150100-033-JA	501-1000	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
150100-033-JA	1001+	Tripwire for Microsoft Exchange - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000
150110-031-JA	1-100	Tripwire for Microsoft IIS - Subscription License	52080.00000000001	26040.000000000004	23436.000000000004	20832.000000000004	16926.000000000004	17000
150110-031-JA	101-250	Tripwire for Microsoft IIS - Subscription License	41440.00000000001	20720.000000000004	18648.000000000004	16576.000000000004	13468.000000000004	13000
150110-031-JA	251-500	Tripwire for Microsoft IIS - Subscription License	25760.000000000004	12880.000000000002	11592.000000000002	10304.000000000002	8372.000000000002	8000
150110-031-JA	501-1000	Tripwire for Microsoft IIS - Subscription License	22400.000000000004	11200.000000000002	10080.000000000002	8960.000000000002	7280.000000000002	7000
150110-031-JA	1001+	Tripwire for Microsoft IIS - Subscription License	17360	8680	7812	6944	5642	6000
150110-033-JA	1-100	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	50220	25110	22599	20088	16321.5	16000
150110-033-JA	101-250	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	39960	19980	17982	15984	12987	13000
150110-033-JA	251-500	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	24840	12420	11178	9936	8073	8000
150110-033-JA	501-1000	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	21600	10800	9720	8640	7020	7000
150110-033-JA	1001+	Tripwire for Microsoft IIS - Basic Support Subscription Renewal	16740	8370	7533	6696	5440.5	5000

===== SHEET: IP360 (174r x 250c) =====
製品番号 SKU	数量 Qty	製品名 Description	定価 TWKK List Price (External- Distributor list price)	40% Discount from List (Distributor Buy Price)	45% Discount from List (Distributor Buy Price)	50% Discount from List (Distributor Buy Price)	60% Discount from List (Distributor Buy Price)	65% of Distributor Buy Price (target based upon 2013 results)	Yen Transfer Price
IP360 ライセンス
500100-00-JA	1-250	IP360 - License	6384.000000000001	3830.4000000000005	3511.2000000000007	3192.0000000000005	2553.6000000000004	2489.76	2490
500100-00-JA	251-500	IP360 - License	5824.000000000001	3494.4000000000005	3203.2000000000007	2912.0000000000005	2329.6000000000004	2271.3600000000006	2270
500100-00-JA	501-1000	IP360 - License	4928.000000000001	2956.8000000000006	2710.4000000000005	2464.0000000000005	1971.2000000000005	1921.9200000000005	1920
500100-00-JA	1001-2500	IP360 - License	3696.0000000000005	2217.6000000000004	2032.8000000000004	1848.0000000000002	1478.4000000000003	1441.4400000000003	1440
500100-00-JA	2501-5000	IP360 - License	2576.0000000000005	1545.6000000000001	1416.8000000000004	1288.0000000000002	1030.4000000000003	1004.6400000000001	1000
500100-00-JA	5001-10000	IP360 - License	1568.0000000000002	940.8000000000001	862.4000000000002	784.0000000000001	627.2000000000002	611.5200000000001	610
500100-00-JA	10001-25000	IP360 - License	1008.0000000000001	604.8000000000001	554.4000000000001	504.00000000000006	403.20000000000005	393.12000000000006	390
500100-00-JA	25001+	IP360 - License	784.0000000000001	470.40000000000003	431.2000000000001	392.00000000000006	313.6000000000001	305.76000000000005	310
500100-01-JA	1-250	IP360 - Basic Support	1344.0000000000002	806.4000000000001	739.2000000000002	672.0000000000001	537.6000000000001	524.1600000000001	520
