
===== SHEET: Quote (166r x 21c) =====
Still in Use	BSI Notes	API Name	Label	Type	Length	Precision	Scale	Required	Unique	External ID	Default Value	Formula	Help Text	Reference To	Relationship Name	Picklist Values	Createable	Updateable	Deprecated	Custom
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BatchQuantity__c	Batch Quantity	double	0	12	2	No	No	No			If products are sold in batches, this stores the quantity in each batch, defaulted from the product.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BlockPrice__c	Block Price	reference	18	0	0	No	No	No			Assign a fixed price to a product based on quantity and quantity range. This overrides the automatic calculation of quantity * unit price.	SBQQ__BlockPrice__c	SBQQ__BlockPrice__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Bundle__c	Package	boolean	0	0	0	Yes	No	No	False		Indicates whether this line item represents a package; meaning, it includes other line items in this quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__BundledQuantity__c	Original Quantity	double	0	12	2	No	No	No			For items with calculated quantities this field holds the original quantity entered by the user.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Bundled__c	Bundled	boolean	0	0	0	Yes	No	No	False		Indicates the product on this line item is bundled (included) by another product in this quote. Bundled lines items have a zero price and do not allow price or quantity to be edited.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CarryoverLine__c	Carry-Over Line	boolean	0	0	0	Yes	No	No	False		Denotes this line as an auto-selected option of an upgrade bundle.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CompletelyContracted__c	Is Contracted	boolean	0	0	0	Yes	No	No	False		Indicates if this line is completely contracted.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ComponentCost__c	Component Cost	currency	0	16	2	No	No	No			Total cost of components in this package.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ComponentDiscountedByPackage__c	Component Discounted By Package	boolean	0	0	0	Yes	No	No	False		Fixes additional discount for this component to the parent package discount.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ComponentListTotal__c	Component List Total	currency	0	16	2	No	No	No			List total of components in this configuration. This field is only populated if this line item references a configurable product.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ComponentTotal__c	Component Net Total	currency	0	16	2	No	No	No			Sum total of components in this configuration. This field is only populated if this line item references a configurable product.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ComponentUpliftedByPackage__c	Component Uplifted By Package	boolean	0	0	0	Yes	No	No	False		Fixes uplift for this component to the parent package uplift. Uplift only applies to multi-segmented products.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ComponentVisibility__c	Component Visibility	string	1300	0	0	No	No	No		TEXT(SBQQ__ProductOption__r.SBQQ__QuoteLineVisibility__c)	Indicates the visibility of the component line item.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CompoundDiscountRate__c	Compound Discount (%)	percent	0	8	3	No	No	No			Discount rate compounded by quantity (historic).				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ConfigurationRequired__c	Configuration Required	boolean	0	0	0	Yes	No	No	False		Flag that marks this quote line as requiring configuration. Can be used by custom code to request this product be re-configured.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CostEditable__c	Cost Editable	boolean	0	0	0	Yes	No	No	False		Specifies whether cost can be edited on this line item.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Cost__c	Cost	reference	18	0	0	No	No	No			Cost record for this line item.	SBQQ__Cost__c	SBQQ__Cost__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CustomerPrice__c	Customer Unit Price	currency	0	14	2	No	No	No			Customer unit price for the product quoted by this line item. This is the Net Unit Price excluding any partner discounts.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__CustomerTotal__c	Customer Total	currency	0	18	2	No	No	No		IF(AND(SBQQ__Renewal__c, !SBQQ__Existing__c, ISBLANK(SBQQ__PriorQuantity__c)), 0, SBQQ__CustomerPrice__c * SBQQ__EffectiveQuantity__c)	Customer total price for this quote line item. This is the Net Total excluding any partner discounts.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__DefaultSubscriptionTerm__c	Default Subscription Term	double	0	5	0	No	No	No			Term length of the subscription, which only applies if the product is a subscription. It is copied from the Subscription Term of the related product when the line item is first generated.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Description__c	Description	textarea	32000	0	0	No	No	No			Description for this line item.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Dimension__c	Price Dimension	reference	18	0	0	No	No	No			Dimensions within an MDQ Product that all each segment to be priced independently. Each Product may contain several Price Dimensions. Yearly Price Dimensions are treated as Subscriptions.	SBQQ__Dimension__c	SBQQ__Dimension__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__DiscountScheduleType__c	Discount Schedule Type	picklist	255	0	0	No	No	No			Discount schedule type. Copied from Type field in associated discount schedule.			Range, Slab	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__DiscountSchedule__c	Discount Schedule	reference	18	0	0	No	No	No			Specify discounts in terms of % or Amt to be discounted off the product's price using quantity purchased or term. Set quantity/term ranges in tiers of different discount %. Discount is applied to List Price & resulting total is stored in the Regular Price	SBQQ__DiscountSchedule__c	SBQQ__DiscountSchedule__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__DiscountTier__c	Discount Tier	reference	18	0	0	No	No	No			Discount tier used by this line item. This field is only populated if a volume discount was applied and the discount schedule is of type "Range".	SBQQ__DiscountTier__c	SBQQ__DiscountTier__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Discount__c	Additional Disc. (%)	percent	0	11	2	No	No	No			Additional customer discount extended to this line item expressed in form of a percentage.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__DistributorDiscount__c	Distributor Discount	percent	0	5	2	No	No	No			This is a discount that is applied to partner price and reflected in the net price.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__DynamicOptionId__c	Dynamic Option ID	string	40	0	0	No	No	No			Identifies feature and dynamic option for this line.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__EarliestValidAmendmentStartDate__c	Earliest Valid Amendment Start Date	date	0	0	0	No	No	No			The earliest valid start date for this amendment quote line.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__EffectiveEndDate__c	Effective End Date	date	0	0	0	No	No	No		IF(ISPICKVAL(SBQQ__SubscriptionType__c, "Evergreen"), null,     IF(ISBLANK(SBQQ__EndDate__c),         IF(ISBLANK(SBQQ__Group__r.SBQQ__EndDate__c),SBQQ__Quote__r.SBQQ__EndDate__c,SBQQ__Group__r.SBQQ__EndDate__c),SBQQ__EndDate__c)     )	Effective end date for this subscription.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__EffectiveQuantity__c	Effective Quantity	double	0	18	2	No	No	No		IF(OR(ISPICKVAL(SBQQ__DiscountScheduleType__c, 'Slab'),ISPICKVAL(SBQQ__PricingMethod__c, 'Block')),IF(OR(AND(!SBQQ__Existing__c, !SBQQ__CarryoverLine__c, SBQQ__Quantity__c == 0),AND(OR(SBQQ__Existing__c, SBQQ__CarryoverLine__c),OR(SBQQ__Quantity__c == SBQQ__PriorQuantity__c - SBQQ__UpgradedQuantity__c,AND(!SBQQ__AllowAssetRefund__c, ISPICKVAL(SBQQ__SubscriptionPricing__c, ''), SBQQ__Quantity__c < SBQQ__PriorQuantity__c - SBQQ__UpgradedQuantity__c)))),0,1),IF(AND(!SBQQ__Existing__c, !SBQQ__CarryoverLine__c),SBQQ__Quantity__c,IF(SBQQ__Quantity__c >= SBQQ__PriorQuantity__c - SBQQ__UpgradedQuantity__c,IF(ISPICKVAL(SBQQ__SubscriptionPricing__c, 'Percent Of Total'),SBQQ__Quantity__c,SBQQ__Quantity__c - SBQQ__PriorQuantity__c + SBQQ__UpgradedQuantity__c),IF(AND(!SBQQ__AllowAssetRefund__c, ISPICKVAL(SBQQ__SubscriptionPricing__c, '')),0,SBQQ__Quantity__c - SBQQ__PriorQuantity__c + SBQQ__UpgradedQuantity__c))))	Effective quantity used in computing totals. Same as quantity unless the product is block priced, covered by "Slab" discount schedule, or an existing subscription.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__EffectiveStartDate__c	Effective Start Date	date	0	0	0	No	No	No		IF(ISBLANK(SBQQ__StartDate__c),   IF(ISBLANK(SBQQ__Group__r.SBQQ__StartDate__c),SBQQ__Quote__r.SBQQ__StartDate__c,SBQQ__Group__r.SBQQ__StartDate__c),   SBQQ__StartDate__c )	Effective start date for this subscription.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__EffectiveSubscriptionTerm__c	Effective Subscription Term	double	0	18	0	No	No	No		IF(ISBLANK(SBQQ__SubscriptionTerm__c),        IF(ISBLANK(SBQQ__Group__r.SBQQ__SubscriptionTerm__c),SBQQ__Quote__r.SBQQ__SubscriptionTerm__c,SBQQ__Group__r.SBQQ__SubscriptionTerm__c),        SBQQ__SubscriptionTerm__c     )	Effective term for this subscription.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__EndDate__c	End Date	date	0	0	0	No	No	No			Date the service represented by this line item will end (only applies if product is a subscription).				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Existing__c	Existing	boolean	0	0	0	Yes	No	No	False		Indicates the customer already owns this product. This is typically used for products with options during add-on quoting. The product is on the quote solely to drive the Configurator.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Favorite__c	Favorite	reference	18	0	0	No	No	No			Favorite to which this Quote Line belongs.	SBQQ__Favorite__c	SBQQ__Favorite__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__GenerateContractedPrice__c	Generate Contracted Price	picklist	255	0	0	No	No	No			Will generate a contracted price based on the adjusted quote line if flagged.			Price, Discount Schedule, Do Not Generate	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__GrossProfit__c	Gross Profit	currency	0	16	2	No	No	No			Gross profit amount on this line item.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Group__c	Group	reference	18	0	0	No	No	No			Group to which this line belongs, if any.	SBQQ__QuoteLineGroup__c	SBQQ__Group__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Guidance__c	Guidance	percent	0	18	2	No	No	No			Ideal low-range discount based on past sales. If sales reps accept this pricing guidance, Salesforce CPQ applies a discount to reach this price.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__HasConsumptionSchedule__c	Has Consumption Schedules	boolean	0	0	0	Yes	No	No	False		Indicates if this line has at least one consumption schedule				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__HasSplitOrders__c	Has Split Orders	boolean	0	0	0	Yes	No	No	False		Indicates if multiple orders are created from this quote line.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Hidden__c	Hidden	boolean	0	0	0	Yes	No	No	False		Denotes whether this line item is hidden in generated PDF documents.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Incomplete__c	Incomplete	boolean	0	0	0	Yes	No	No	False		Flag set internally by application logic when a line is saved to an incomplete database. This may happen when price rules are evaluated. Test this field in validation rules to avoid them firing prematurely. Do NOT add to page layout or otherwise update.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ListPrice__c	List Unit Price	currency	0	14	2	No	No	No			List unit price for the product quoted by this line item. List Price originates from the price book.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ListTotal__c	List Total	currency	0	18	2	No	No	No		IF(OR(AND(SBQQ__Renewal__c, !SBQQ__Existing__c, !SBQQ__CarryoverLine__c, ISBLANK(SBQQ__PriorQuantity__c)),SBQQ__Bundled__c),0,CASE(SBQQ__PricingMethod__c,'Block',SBQQ__ProratedListPrice__c * SBQQ__EffectiveQuantity__c,SBQQ__ProratedListPrice__c * IF(OR(AND(!SBQQ__Existing__c, !SBQQ__CarryoverLine__c), ISPICKVAL(SBQQ__SubscriptionPricing__c, 'Percent Of Total')),SBQQ__Quantity__c,SBQQ__Quantity__c - BLANKVALUE(SBQQ__PriorQuantity__c, 0) + BLANKVALUE(SBQQ__UpgradedQuantity__c, 0))))	List total price for this quote line item.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__MarkupAmount__c	Markup (Amt)	currency	0	16	2	No	No	No			Markup amount for this line item.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__MarkupRate__c	Markup (%)	percent	0	8	2	No	No	No			Markup on this line item expressed as a percentage.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Markup__c	Markup	currency	0	18	2	No	No	No		IF(NOT(ISBLANK(SBQQ__MarkupRate__c)), SBQQ__UnitCost__c * SBQQ__MarkupRate__c, SBQQ__UnitCost__c + SBQQ__MarkupAmount__c)	Markup amount on this item. This value is automatically calculated by applying markup rate or absolute amount to the product cost.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__MaximumPrice__c	Maximum List Unit Price	currency	0	16	2	No	No	No			Maximum list unit price for this product. Used to enforce list price ceiling for products with dynamically calculated list prices.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__MinimumPrice__c	Minimum List Unit Price	currency	0	18	0	No	No	No			Minimum list unit price for this product. Used to enforce list price floor for products with dynamically calculated list prices.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__NetPrice__c	Net Unit Price	currency	0	14	2	No	No	No			Net unit price for the product quoted by this line item.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__NetTotal__c	Net Total	currency	0	18	2	No	No	No		IF(AND(SBQQ__Renewal__c, !SBQQ__Existing__c, ISBLANK(SBQQ__PriorQuantity__c)), 0, SBQQ__NetPrice__c * SBQQ__EffectiveQuantity__c)	Net total price for this quote line item.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__NonDiscountable__c	Non Discountable	boolean	0	0	0	Yes	No	No	False		Marks this line item as non-discountable.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__NonPartnerDiscountable__c	Non Partner Discountable	boolean	0	0	0	Yes	No	No	False		Select the checkbox to make this line item non discountable for partners.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Number__c	Number	double	0	5	0	No	No	No			Number indicating this line's position within its group or quote.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__OptionDiscountAmount__c	Option Discount (Amt)	currency	0	12	2	No	No	No			Discount extended on this product because it's part of a package.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__OptionDiscount__c	Option Discount (%)	percent	0	5	2	No	No	No			If this line is for an optional SKU, this field captures any discount given to the package and extended to the option.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__OptionLevel__c	Option Level	double	0	5	0	No	No	No			Indicates nest level of this option (only applies to lines that are generated from options).				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__OptionType__c	Option Type	picklist	255	0	0	No	No	No			Indicates the Option Type, which is copied from related Product Option. Determines how quantity is calculated.			Component, Accessory, Related Product	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Optional__c	Optional	boolean	0	0	0	Yes	No	No	False		Marks this line as optional. Optional line items don't contribute to quote totals and are not transferred to the Opportunity.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__OriginalPrice__c	Original Price	currency	0	14	2	No	No	No			The original unit price for the product quoted by this line item.  Original Price originates from the price book.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__OriginalQuoteLineId__c	Original Quote Line Id	string	255	0	0	No	No	Yes			The id of the original quote line which this line was derived from.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__OriginalSource__c	Original Source	reference	18	0	0	No	No	No			Original Source of cloned quote line.	SBQQ__QuoteLine__c	SBQQ__OriginalSource__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__OriginalUnitCost__c	Original Unit Cost	currency	0	16	2	No	No	No			Cost for one unit of product quoted on this line item if Cost Schedules were not applied.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PackageCost__c	Package Cost	currency	0	18	2	No	No	No		SBQQ__ComponentCost__c + (SBQQ__UnitCost__c * SBQQ__Quantity__c)	Total cost for this package including the cost of its components.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PackageListTotal__c	Package List Total	currency	0	18	2	No	No	No		SBQQ__ComponentListTotal__c +  SBQQ__ListTotal__c	Total list price of this package including its components.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PackageProductCode__c	Package Product Code	string	255	0	0	No	No	No			Automatically generated list of product codes for each component in this package.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PackageProductDescription__c	Package Product Description	textarea	32000	0	0	No	No	No			Dynamic Product Description generated from the components inside this package.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PackageTotal__c	Package Total	currency	0	18	2	No	No	No		SBQQ__ComponentTotal__c + SBQQ__NetTotal__c	Total price of this package including its components.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PartnerDiscount__c	Partner Discount	percent	0	5	2	No	No	No			If your organization sells through a channel/VARI, a Partner Discount on a quote or individual product line item can be given. Partner discounts are applied after all automatic and discretionary discounts.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PartnerPrice__c	Partner Unit Price	currency	0	14	2	No	No	No			Partner unit price. Price after partner discount but before distributor discount.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PartnerTotal__c	Partner Total	currency	0	18	2	No	No	No		IF(AND(SBQQ__Renewal__c, !SBQQ__Existing__c, ISBLANK(SBQQ__PriorQuantity__c)), 0, SBQQ__PartnerPrice__c * SBQQ__EffectiveQuantity__c)	Total of the Partner Discount.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PreviousSegmentPrice__c	Previous Segment Regular Price	currency	0	14	2	No	No	No			When set, this value takes the place of the previous segment's regular price when calculating Uplift for this segment.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PreviousSegmentUplift__c	Previous Segment Uplift	currency	0	12	2	No	No	No			When set, this value takes the place of the previous segment's uplift amount when calculating Uplift for this segment.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PriceEditable__c	Price Editable	boolean	0	0	0	Yes	No	No	False		Flag that indicates if price is editable for this line item.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PricebookEntryId__c	Pricebook Entry Id	string	64	0	0	No	No	No							Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PricingMethodEditable__c	Pricing Method Editable	boolean	0	0	0	Yes	No	No	False		Flag indicating if this line item's price is editable.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PricingMethod__c	Pricing Method	picklist	255	0	0	No	No	No	List		Indicates how the price for this line item is calculated. "List" = subtracting discount from list price. "Cost" = adding markup to cost.			List, Cost, Block, Percent Of Total, Custom	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__PriorQuantity__c	Prior Quantity	double	0	12	2	No	No	No			Combined quantity of this product from prior purchases.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ProductCode__c	Product Code	string	1300	0	0	No	No	No		SBQQ__Product__r.ProductCode	Code for the product referenced by this line.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ProductFamily__c	Product Family	string	1300	0	0	No	No	No		TEXT(SBQQ__Product__r.Family)	How you would categorize/group/organize this within Salesforce (whether it's a new or existing Product Family). Additionally, this field can be used during product selection to filter to the correct product or product SKU.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ProductName__c	Product Name	string	1300	0	0	No	No	No		SBQQ__Product__r.Name	Name for the product referenced by this line item.				No	No	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ProductOption__c	Product Option	reference	18	0	0	No	No	No			Product option that generated this line (if any).	SBQQ__ProductOption__c	SBQQ__ProductOption__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ProductSubscriptionType__c	Product Subscription Type	picklist	255	0	0	No	No	No			Set the quote line's product subscription type.			Renewable, One-time, Renewable/Evergreen, Evergreen	Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Product__c	Product	reference	18	0	0	No	No	No			Product quoted by this line item.	Product2	SBQQ__Product__r		Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__ProratedPrice__c	Prorated Unit Price	currency	0	14	2	No	No	No			Prorated price for the product quoted by this line item. This price will only differ from Special Price if the product is a subscription and the line item is being prorated.				Yes	Yes	No	Yes
Yes	These are used by Salesforce (Steelbrick CPQ). I assume similar things exist in RCA, but these are only needed of RCA needs them.	SBQQ__Quantity__c	Quantity	double	0	12	2	No	No	No			Quantity being quoted.				Yes	Yes	No	Yes
